"set","same_direction_bh_timepoints","opposite_direction_bh_timepoints","both_bh_timepoints","pah_direction","pah_fdr"
"GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION",0,0,0,"Down",0.450651097249133
"GOBP_ENDOSOMAL_LUMEN_ACIDIFICATION",0,0,0,"Up",0.456688766757231
"GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",0,0,0,"Down",0.45974321726327
"GOBP_REGULATION_OF_HISTONE_H3_K4_METHYLATION",0,0,0,"Down",0.45974321726327
"GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION",0,0,0,"Down",0.45974321726327
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE",0,0,0,"Down",0.460941840305954
"GOBP_MITRAL_VALVE_DEVELOPMENT",0,0,0,"Down",0.460941840305954
"GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.460941840305954
"GOBP_NEUROTRANSMITTER_CATABOLIC_PROCESS",0,0,0,"Up",0.460941840305954
"GOBP_PEPTIDYL_SERINE_DEPHOSPHORYLATION",0,0,0,"Down",0.460941840305954
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION",0,0,0,"Down",0.461254927355586
"GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION",0,0,0,"Down",0.466181513979541
"GOBP_CYTIDINE_TO_URIDINE_EDITING",0,0,0,"Up",0.466625506672773
"GOBP_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",0,0,0,"Up",0.466625506672773
"GOBP_NEGATIVE_REGULATION_OF_MRNA_PROCESSING",0,0,0,"Down",0.466625506672773
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB",0,0,0,"Down",0.46714633012974
"GOBP_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.46714633012974
"GOBP_CELLULAR_RESPONSE_TO_LEUCINE_STARVATION",0,0,0,"Down",0.46714633012974
"GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY",0,0,0,"Up",0.46714633012974
"GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",0,0,0,"Down",0.46714633012974
"GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION",0,0,0,"Down",0.46714633012974
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0,0,0,"Down",0.46714633012974
"GOBP_ETHER_METABOLIC_PROCESS",0,0,0,"Up",0.46714633012974
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE",0,0,0,"Down",0.46714633012974
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0,0,0,"Down",0.46714633012974
"GOBP_L_ASCORBIC_ACID_METABOLIC_PROCESS",0,0,0,"Down",0.46714633012974
"GOBP_MRNA_EXPORT_FROM_NUCLEUS",0,0,0,"Down",0.46714633012974
"GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION",0,0,0,"Down",0.46714633012974
"GOBP_NEGATIVE_REGULATION_OF_CENTROSOME_DUPLICATION",0,0,0,"Up",0.46714633012974
"GOBP_NEGATIVE_REGULATION_OF_PLATELET_AGGREGATION",0,0,0,"Up",0.46714633012974
"GOBP_PEPTIDYL_METHIONINE_MODIFICATION",0,0,0,"Down",0.46714633012974
"GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION",0,0,0,"Down",0.46714633012974
"GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING",0,0,0,"Down",0.46714633012974
"GOBP_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.46714633012974
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0,0,0,"Down",0.46714633012974
"GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION",0,0,0,"Down",0.46714633012974
"GOBP_REGULATION_OF_DNA_BINDING",0,0,0,"Down",0.46714633012974
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",0,0,0,"Down",0.46714633012974
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.46714633012974
"GOBP_SOMATIC_STEM_CELL_DIVISION",0,0,0,"Down",0.46714633012974
"GOBP_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR",0,0,0,"Down",0.46714633012974
"GOBP_T_CELL_CHEMOTAXIS",0,0,0,"Up",0.46714633012974
"GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION",0,0,0,"Down",0.469678192247583
"GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY",0,0,0,"Down",0.469678192247583
"GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER",0,0,0,"Up",0.471757753504309
"GOBP_CELLULAR_DEFENSE_RESPONSE",0,0,0,"Up",0.478266427913472
"GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION",0,0,0,"Down",0.48784453942437
"GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS",0,0,0,"Up",0.489654580449561
"GOBP_DOSAGE_COMPENSATION",0,0,0,"Down",0.489786226311415
"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION",0,0,0,"Down",0.489786226311415
"GOBP_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM",0,0,0,"Down",0.489786226311415
"GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0,0,0,"Down",0.492226373969145
"GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY",0,0,0,"Down",0.495763576048576
"GOBP_HEPARIN_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.504584568166094
"GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.504584568166094
"GOBP_OUTER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",0,0,0,"Down",0.504584568166094
"GOBP_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.504584568166094
"GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY",0,0,0,"Up",0.507710400208378
"GOBP_RESPONSE_TO_INTERLEUKIN_7",0,0,0,"Down",0.513671950680997
"GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_I",0,0,0,"Down",0.513671950680997
"GOBP_OUTER_DYNEIN_ARM_ASSEMBLY",0,0,0,"Up",0.514463383440739
"GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_SIGNALING_PATHWAY",0,0,0,"Up",0.514463383440739
"GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I",0,0,0,"Down",0.514463383440739
"GOBP_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_OXIDASE",0,0,0,"Up",0.519497485476473
"GOBP_PLACENTA_BLOOD_VESSEL_DEVELOPMENT",0,0,0,"Down",0.519497485476473
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION",0,0,0,"Up",0.519497485476473
"GOBP_CELLULAR_LIPID_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.519627681117381
"GOBP_NEUTROPHIL_DIFFERENTIATION",0,0,0,"Down",0.524776337612513
"GOBP_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY",0,0,0,"Down",0.526797142563191
"GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",0,0,0,"Down",0.529304640087347
"GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT",0,0,0,"Up",0.532222828925833
"GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS",0,0,0,"Up",0.532875216134096
"GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION",0,0,0,"Up",0.532875216134096
"GOBP_PROTEIN_NEDDYLATION",0,0,0,"Down",0.532875216134096
"GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS",0,0,0,"Down",0.532875216134096
"GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0,0,0,"Down",0.532875216134096
"GOBP_RESPONSE_TO_EPINEPHRINE",0,0,0,"Down",0.533682987093237
"GOBP_ADP_TRANSPORT",0,0,0,"Down",0.533907299128143
"GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION",0,0,0,"Up",0.534345427995214
"GOBP_RESPONSE_TO_ACTIVITY",0,0,0,"Down",0.536816479720061
"GOBP_T_CELL_TOLERANCE_INDUCTION",0,0,0,"Down",0.536816479720061
"GOBP_RESPONSE_TO_AMINO_ACID_STARVATION",0,0,0,"Down",0.537455757388795
"GOBP_DNA_DEAMINATION",0,0,0,"Up",0.53754861804575
"GOBP_CELLULAR_EXTRAVASATION",0,0,0,"Up",0.539472640236045
"GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION",0,0,0,"Down",0.539472640236045
"GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT",0,0,0,"Down",0.539472640236045
"GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION",0,0,0,"Up",0.539472640236045
"GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY",0,0,0,"Up",0.539472640236045
"GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III",0,0,0,"Down",0.539472640236045
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION",0,0,0,"Down",0.555599104316999
"GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",0,0,0,"Up",0.555599104316999
"GOBP_TOLERANCE_INDUCTION",0,0,0,"Down",0.561781187502116
"GOBP_NUCLEAR_EXPORT",0,0,0,"Down",0.565217271428636
"GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE",0,0,0,"Down",0.567626313144895
"GOBP_ONE_CARBON_METABOLIC_PROCESS",0,0,0,"Up",0.57112624320679
"GOBP_REGULATION_OF_PH",0,0,0,"Up",0.571808349390934
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN",0,0,0,"Down",0.573307501361274
"GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION",0,0,0,"Down",0.574977152525263
"GOBP_GLYCOPROTEIN_CATABOLIC_PROCESS",0,0,0,"Down",0.574977152525263
"GOBP_MEGAKARYOCYTE_DEVELOPMENT",0,0,0,"Up",0.574977152525263
"GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION",0,0,0,"Down",0.574977152525263
"GOBP_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION",0,0,0,"Down",0.574977152525263
"GOBP_TRYPTOPHAN_METABOLIC_PROCESS",0,0,0,"Up",0.574977152525263
"GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",0,0,0,"Down",0.575987076772813
"GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION",0,0,0,"Up",0.576672820426732
"GOBP_LEUKOCYTE_CELL_CELL_ADHESION",0,0,0,"Down",0.577890698513187
"GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION",0,0,0,"Down",0.579555294642317
"GOBP_PROTEIN_DNA_COMPLEX_ASSEMBLY",0,0,0,"Down",0.580773920534952
"GOBP_CARNITINE_METABOLIC_PROCESS",0,0,0,"Up",0.581370911859951
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS",0,0,0,"Down",0.582139513425875
"GOBP_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY",0,0,0,"Up",0.582139513425875
"GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION",0,0,0,"Down",0.584778881456223
"GOBP_VACUOLAR_ACIDIFICATION",0,0,0,"Up",0.585793273487633
"GOBP_NUCLEAR_MRNA_SURVEILLANCE",0,0,0,"Down",0.587637096077832
"GOBP_OSTEOCLAST_DIFFERENTIATION",0,0,0,"Down",0.587637096077832
"GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION",0,0,0,"Up",0.587637096077832
"GOBP_CELLULAR_RESPONSE_TO_STEROL_DEPLETION",0,0,0,"Down",0.588988003176663
"GOBP_MEGAKARYOCYTE_DIFFERENTIATION",0,0,0,"Up",0.588988003176663
"GOBP_PLANAR_CELL_POLARITY_PATHWAY_INVOLVED_IN_NEURAL_TUBE_CLOSURE",0,0,0,"Up",0.588988003176663
"GOBP_PROTEIN_K63_LINKED_UBIQUITINATION",0,0,0,"Down",0.588988003176663
"GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0,0,0,"Down",0.588988003176663
"GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS",0,0,0,"Down",0.589599324066489
"GOBP_ER_OVERLOAD_RESPONSE",0,0,0,"Down",0.596066724125257
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.596066724125257
"GOBP_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I",0,0,0,"Down",0.596066724125257
"GOBP_GERMINAL_CENTER_FORMATION",0,0,0,"Down",0.599584573753876
"GOBP_REGULATION_OF_B_CELL_PROLIFERATION",0,0,0,"Down",0.601640730446478
"GOBP_RESPONSE_TO_STEROL_DEPLETION",0,0,0,"Down",0.601640730446478
"GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS",0,0,0,"Up",0.602059824774766
"GOBP_MIRNA_CATABOLIC_PROCESS",0,0,0,"Down",0.602691530605122
"GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS",0,0,0,"Down",0.603802024735274
"GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS",0,0,0,"Down",0.604377380061104
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION",0,0,0,"Up",0.604377380061104
"GOBP_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS",0,0,0,"Up",0.605915847083829
"GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE",0,0,0,"Up",0.605915847083829
"GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN",0,0,0,"Up",0.605915847083829
"GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",0,0,0,"Down",0.605915847083829
"GOBP_KINETOCHORE_ORGANIZATION",0,0,0,"Up",0.605915847083829
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C",0,0,0,"Down",0.605915847083829
"GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",0,0,0,"Down",0.605915847083829
"GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION",0,0,0,"Up",0.605915847083829
"GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION",0,0,0,"Down",0.605915847083829
"GOBP_POSITIVE_REGULATION_OF_COAGULATION",0,0,0,"Up",0.605915847083829
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I",0,0,0,"Down",0.605915847083829
"GOBP_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",0,0,0,"Down",0.605915847083829
"GOBP_SELECTIVE_AUTOPHAGY",0,0,0,"Down",0.605915847083829
"GOBP_SUPPRESSION_OF_VIRAL_RELEASE_BY_HOST",0,0,0,"Up",0.605915847083829
"GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_I_PROMOTER",0,0,0,"Down",0.605915847083829
"GOBP_WOUND_HEALING",0,0,0,"Up",0.605915847083829
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II",0,0,0,"Down",0.613604590880727
"GOBP_B_CELL_PROLIFERATION",0,0,0,"Down",0.613604590880727
"GOBP_CRD_MEDIATED_MRNA_STABILIZATION",0,0,0,"Down",0.613604590880727
"GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT",0,0,0,"Down",0.613604590880727
"GOBP_MITOCHONDRIAL_FUSION",0,0,0,"Down",0.613604590880727
"GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM",0,0,0,"Down",0.613604590880727
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE",0,0,0,"Down",0.613604590880727
"GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION",0,0,0,"Down",0.613604590880727
"GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY",0,0,0,"Down",0.613604590880727
"GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",0,0,0,"Down",0.613604590880727
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS",0,0,0,"Up",0.613604590880727
"GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY",0,0,0,"Down",0.613604590880727
"GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX",0,0,0,"Down",0.613604590880727
"GOBP_REGULATION_OF_HEMOPOIESIS",0,0,0,"Down",0.613604590880727
"GOBP_T_CELL_CYTOKINE_PRODUCTION",0,0,0,"Down",0.614794859228736
"GOBP_T_HELPER_2_CELL_CYTOKINE_PRODUCTION",0,0,0,"Down",0.616428916374898
"GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION",0,0,0,"Down",0.621118084918962
"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS",0,0,0,"Down",0.621118084918962
"GOBP_LEUKOCYTE_AGGREGATION",0,0,0,"Down",0.625194298003033
"GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",0,0,0,"Up",0.625194298003033
"GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS",0,0,0,"Down",0.625194298003033
"GOBP_REGULATION_OF_CIRCADIAN_RHYTHM",0,0,0,"Down",0.628124836205996
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",0,0,0,"Up",0.631390128911684
"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY",0,0,0,"Down",0.631390128911684
"GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS",0,0,0,"Up",0.631505144543605
"GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS",0,0,0,"Up",0.631505144543605
"GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",0,0,0,"Down",0.631505144543605
"GOBP_IMP_METABOLIC_PROCESS",0,0,0,"Up",0.632252628433241
"GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",0,0,0,"Down",0.634295705512112
"GOBP_MATERNAL_PLACENTA_DEVELOPMENT",0,0,0,"Down",0.634859184297363
"GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION",0,0,0,"Down",0.635826459245215
"GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY",0,0,0,"Up",0.636237357140137
"GOBP_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS",0,0,0,"Down",0.636237357140137
"GOBP_RESPONSE_TO_HYDROXYUREA",0,0,0,"Down",0.636237357140137
"GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION",0,0,0,"Down",0.636695267463338
"GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS",0,0,0,"Up",0.63814745512877
"GOBP_MITOCHONDRIAL_FISSION",0,0,0,"Up",0.63814745512877
"GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS",0,0,0,"Down",0.63814745512877
"GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS",0,0,0,"Up",0.63814745512877
"GOBP_RESCUE_OF_STALLED_RIBOSOME",0,0,0,"Up",0.63814745512877
"GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT",0,0,0,"Down",0.638835347523729
"GOBP_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN",0,0,0,"Down",0.638835347523729
"GOBP_HISTONE_MODIFICATION",0,0,0,"Down",0.638835347523729
"GOBP_LIPID_DROPLET_ORGANIZATION",0,0,0,"Up",0.638835347523729
"GOBP_METHYLGUANOSINE_CAP_DECAPPING",0,0,0,"Down",0.638835347523729
"GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY",0,0,0,"Up",0.638835347523729
"GOBP_NUCLEAR_PORE_COMPLEX_ASSEMBLY",0,0,0,"Down",0.638835347523729
"GOBP_PEPTIDYL_LYSINE_DIMETHYLATION",0,0,0,"Down",0.638835347523729
"GOBP_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT",0,0,0,"Down",0.638835347523729
"GOBP_PROTEIN_INSERTION_INTO_MEMBRANE",0,0,0,"Down",0.638835347523729
"GOBP_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS",0,0,0,"Up",0.638835347523729
"GOBP_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT",0,0,0,"Up",0.638835347523729
"GOBP_REGULATION_OF_B_CELL_ACTIVATION",0,0,0,"Down",0.638835347523729
"GOBP_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0,0,0,"Up",0.638835347523729
"GOBP_REGULATION_OF_RECEPTOR_RECYCLING",0,0,0,"Up",0.638835347523729
"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION",0,0,0,"Down",0.638835347523729
"GOBP_RHYTHMIC_PROCESS",0,0,0,"Down",0.638835347523729
"GOBP_RNA_CATABOLIC_PROCESS",0,0,0,"Down",0.638835347523729
"GOBP_TRNA_5_END_PROCESSING",0,0,0,"Up",0.638835347523729
"GOBP_UV_DAMAGE_EXCISION_REPAIR",0,0,0,"Down",0.639256673933
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION",0,0,0,"Down",0.642568216447918
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_MATURATION",0,0,0,"Up",0.642568216447918
"GOBP_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS",0,0,0,"Up",0.64282208613424
"GOBP_AMINO_ACID_CATABOLIC_PROCESS",0,0,0,"Up",0.643446348767533
"GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION",0,0,0,"Down",0.643446348767533
"GOBP_CELL_REDOX_HOMEOSTASIS",0,0,0,"Up",0.643446348767533
"GOBP_IMMATURE_B_CELL_DIFFERENTIATION",0,0,0,"Down",0.643446348767533
"GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS",0,0,0,"Up",0.643446348767533
"GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS",0,0,0,"Up",0.643446348767533
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY",0,0,0,"Down",0.643446348767533
"GOBP_REGULATION_OF_DOSAGE_COMPENSATION_BY_INACTIVATION_OF_X_CHROMOSOME",0,0,0,"Down",0.643446348767533
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0,0,0,"Down",0.643446348767533
"GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.643446348767533
"GOBP_BASE_EXCISION_REPAIR_GAP_FILLING",0,0,0,"Down",0.643845974869458
"GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE",0,0,0,"Up",0.643845974869458
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR",0,0,0,"Down",0.643845974869458
"GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR",0,0,0,"Down",0.643845974869458
"GOBP_V_D_J_RECOMBINATION",0,0,0,"Down",0.643845974869458
"GOBP_GLIAL_CELL_ACTIVATION",0,0,0,"Up",0.646023819998341
"GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY",0,0,0,"Up",0.646023819998341
"GOBP_POSITIVE_REGULATION_OF_DNA_BINDING",0,0,0,"Down",0.646023819998341
"GOBP_RESPONSE_TO_TYPE_II_INTERFERON",0,0,0,"Up",0.646023819998341
"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",0,0,0,"Down",0.648308491676802
"GOBP_REGULATION_OF_HISTONE_METHYLATION",0,0,0,"Down",0.652387004103799
"GOBP_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY",0,0,0,"Down",0.653872013675167
"GOBP_VESICLE_ORGANIZATION",0,0,0,"Up",0.654886614253415
"GOBP_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS",0,0,0,"Up",0.657621955690666
"GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY",0,0,0,"Down",0.659572519334725
"GOBP_AMINO_ACID_ACTIVATION",0,0,0,"Up",0.663229562257548
"GOBP_REGULATION_OF_CHROMOSOME_CONDENSATION",0,0,0,"Up",0.664377767772469
"GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY",0,0,0,"Up",0.665774319375374
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",0,0,0,"Down",0.665774319375374
"GOBP_P_BODY_ASSEMBLY",0,0,0,"Down",0.665774319375374
"GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION",0,0,0,"Down",0.665774319375374
"GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS",0,0,0,"Up",0.666341410357098
"GOBP_AMINO_ACID_BETAINE_TRANSPORT",0,0,0,"Up",0.666359632306504
"GOBP_CYTIDINE_METABOLIC_PROCESS",0,0,0,"Up",0.666359632306504
"GOBP_ENUCLEATE_ERYTHROCYTE_DIFFERENTIATION",0,0,0,"Up",0.666359632306504
"GOBP_POSITIVE_REGULATION_OF_HISTONE_METHYLATION",0,0,0,"Down",0.666359632306504
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS",0,0,0,"Down",0.666359632306504
